id,genre,track_name,artist_name,valence,energy
2BcthDmgg8jB8rTAdTidvl,k-pop,Do You Like Something,더더 밴드(TheThE Band),0.424,0.503
6dB9bC0BjQCGqP3tlAPtCI,k-pop,Mirro Of My Soul (inst.),e.via,0.71,0.534
0aVudPjfDy5R2wKEjmAMyd,k-pop,Take 6 녹음실에서,BoM,0.378,0.167
75dYXnaZHXLgjEIkDERPEJ,k-pop,Try (밑바닥에서) [feat. Bumkey],Tablo,0.309,0.602
1Ng9NAspKGv8GvZmlIj2Kw,k-pop,The Boys *Bring The Boys* - Teddy Riley Remix,Girls' Generation,0.88,0.897
5fitgpnsaG5bmOS1pkwrLY,k-pop,Crazy Feel Tonight,제이심포니,0.808,0.949
2BqDAUJBMCbNXf6y20PZpI,kids,Ode to a Shower Door,Randy Kaplan,0.853,0.736
5rXUXw606m5YVCALeBZRIp,kids,This Land Is Your Land,Little Mo' Mccoury,0.881,0.516
5xYCSdkSh2cwwVwwM2XXNN,kids,Let's Shake,Dan Zanes,0.927,0.617
321xoVaGgIcTf2oMoUIz2b,kids,Boo!,Trout Fishing in America,0.69,0.231
5aL9U9PfwtJnSFSCMbZgQG,kids,Love Of The Game,Bill Harley,0.428,0.294
27kV88aIyoUNFl2Zr8xiVJ,kids,Verb - SHR Edit,Missinglink,0.649,0.542
3dn3F9QgTguFzBhaLSmITp,kids,Green Food,Miss Amy,0.714,0.424
5EbIR8MiNcNZ7RLV3bMMJE,kids,Seven is the New 14,The Sippy Cups,0.76,0.568
24Vlue2KC3xbiLuSp4pNCG,kids,I’ve Been Working On My Letters,Kiboomu,0.86,0.392
59ucYM0It9RT63ryhnPUhr,kids,Grumpy Bug,Terrible Twos,0.201,0.361
6ZfHhdvi9zOxkShVzzzUJB,kids,"Twinkle, Twinkle Little Star",Dora The Explorer,0.623,0.632
1FqrxpHJiAR9jqixcLmE8l,kids,Old Folks' Boogie,Various Artists,0.558,0.688
3ShItLsPzmXD0GGw8jnuP4,kids,Casi-Casi (Almost-Almost),Suni Paz,0.678,0.304
5IiMclvQEq45GYUUaYsObe,kids,Laugh in Any Language,The Jimmies,0.831,0.718
76E8JNt6NFKa4MeZHPxGCH,kids,Best Day of My Life,Kidz Bop Kids,0.672,0.909
3jt1tgW0Mu0DOGIHb1912g,kids,We Got The Bite,Gustafer Yellowgold,0.823,0.502
5cVvivemmfG6vaSOAleHOH,kids,Walk Outside,Dan Crow,0.882,0.497
05l1NMzQPvPivkxTxoxYwk,kids,C is for Cookie,Sesame Street,0.603,0.962
2fyTvrL2OA9VgVc9Hgvff2,kids,Bad Day,Alvin & The Chipmunks,0.294,0.654
5NOXbgrKWZSXPzj9Q4sQLI,kids,Swinging On A Star,John Lithgow,0.709,0.381
34hvfKVkSDudgLLAVTn8wn,kids,Have You Ever,Farmer Jason and Buddies,0.925,0.505
7yQq0sQokJAV2qqc44J9Eu,kids,Dirt Made My Lunch,Banana Slug String Band with Michael Levy,0.68,0.198
6ui5iWxMFbEyZ7ddunFHeT,kids,To Be a Fossil,Various Artists,0.239,0.545
2gLAI8WGYCjrEGvVIataGr,kids,Counting Stars,Kidz Bop Kids,0.884,0.773
1wmrAhxfFvuZyeQH3CObBh,kids,I Still Miss Someone,Hushabye Baby,0.552,0.104
6T8cDr9P6anYtaORts1Wd1,kids,So Long Song,Blues Clues,0.517,0.886
5dl8WFCxndWZlsDXuzT00p,kids,"The Best Day Ever (with Sandy, Mr. Krabs, Plankton & Patrick)",Spongebob Squarepants,0.591,0.711
7HUWTQohP6dyNpDArprz04,kids,Love Bug,Raffi,0.67,0.234
6eCfd2XQe4mBFY7XY8LJFn,kids,Spin The Wheel,Hampton The Hampster,0.4,0.732
60tgnRcfkaSIcxsbwly6Kk,kids,Together Again,Various Artists,0.669,0.587
4HVrBSUpRiCxRaVKPuIyGj,kids,It's a Big World,Renee & Jeremy,0.531,0.102
5nu6DuYXU9oR5XCufB4vMH,kids,Here Comes the Sun,Caspar Babypants,0.741,0.472
4QyEMFfpiEXqV8PzVEaI1r,kids,Karma Police,Rockabye Baby!,0.353,0.361
1Cx2qZoBKjHtbCy3Ip5WFo,kids,Dinosaur Christmas,Wee Hairy Beasties,0.766,0.62
4WGXdEXSxcs7ZJpzaFTxsD,kids,Popcorn,The Muppets,0.673,0.839
2Y354xuUub8XIssz6R1i1l,kids,Whimsical Merry Go Round,Children's Favorites,0.863,0.448
4mHu0AdCu5b0HuY5kkBdJa,kids,City Garden Rap,Wonder Pets,0.696,0.687
3eBzXdFWPgwOno7JpsTveH,kids,Under the Sea,Various Artists,0.89,0.889
62AzGLyJvNN1kIBUJNPYgX,kids,You Can Make It Happen,Various Artists,0.635,0.791
4iJeg8qHRVEOyZ4KEa8Rgb,kids,Surfin' In My Imagination,Ralph's World,0.744,0.85
5tvN74QGIU0JAOEnsWjs3E,kids,Recess,Justin Roberts,0.481,0.742
7sqCmCXqkdGgkEQ4nj6I7C,kids,Lullaby Jazz,Children's Favorites,0.401,0.274
7LCHob5TsBRJzr4Ja0rzYn,kids,Together Reprise,VeggieTales,0.664,0.54
2WUv64aT1rRD1TKjmqzeCN,kids,Birthday Bite,Recess Monkey,0.961,0.63
7datiYHpNDGRykZY0ta1wA,kids,Science Frontier,Monty Harper,0.909,0.515
1Mi0xCq7VkSvjtGvTActtj,kids,Monkey And The Engineer,Little Mo' Mccoury,0.961,0.8
0jbGjqfzyN4IOPPQHa0X3H,kids,Bubbles,Parachute Express,0.644,0.251
4Rs7nQW8DxBlyBpetWdkyI,kids,Three Little Birds,Elizabeth Mitchell,0.825,0.278
4z7QGidwzfe59eny2SF8aj,kids,Smells Like Teen Spirit,Rockabye Baby!,0.521,0.299
72ntSn5dnGfgS4BWRjCj0X,kids,I've Got A Dog and My Dog's Name Is Cat,Barry Louis Polisar,0.688,0.287
7exER11O6jaBmUWhOvWRGh,kids,Wade in the Water,Ella Jenkins,0.329,0.262
19pisHVJ0gQXjAjXI1DIgP,kids,Turn! Turn! Turn!,Dan Zanes,0.393,0.294
1mHHHsnQ9XQsCf1qMEqH37,kids,Does Your Chewing Gum Lose Its Flavor On The Bedpost Overnight?,The Re-Bops,0.967,0.531
1oWEHaIAaGlsV90uZdcn5a,kids,Gated Community,VeggieTales,0.633,0.283
6rqY8aewgPpg4ILN96vo3f,kids,Ba Ba Black Sheep,Caspar Babypants,0.902,0.379
1DacoFeR8zY1SjRs2Eoo5C,kids,I've Been Working On The Railroad,Sue Schnitzer,0.659,0.318
24Y3xPVVyHwlwftRXQ6qPH,kids,Wheels On The Bus,Old Town School of Folk Music,0.93,0.422
3CWiyGDaLRKVUS6ahKiAv1,kids,We're Doing a Sequel,Various Artists,0.796,0.663
4gHHytUVWdfPumbJA9AizA,kids,Bicycle,Frances England,0.886,0.162
7dtLThXzc3tQpoopLYrJjz,kids,Ragtime Cowboy Joe,Various Artists,0.731,0.364
2lENjjnvVaHFdfs7Zz02lp,kids,Jack Tar on Shore - with Broken Social Scene,Various Artists,0.747,0.507
6ldmAg4gi29jwvviS2ir4b,kids,Old McDonald,Baby Genius,0.77,0.422
2NrCGt0r8Utzpg1uMSr3Sz,kids,Together Tomorrow,Tom Chapin,0.637,0.216
7cG871nZnqd1gFRzYEBijn,kids,Arty Hearty,Baby Genius,0.628,0.829
7diiPqW0hWvSgbmsZq5iUu,kids,The Goldfish,The Laurie Berkner Band,0.639,0.519
0P4pY6DIaripmIywuJECzr,kids,Jesus Wants Me For A Sunbeam,Cedarmont Kids,0.463,0.188
5BDAbZToOXc7pH99TNJI3g,kids,Not An Egg,The Backyardigans,0.519,0.537
2LKqUBwdGMFfxBtj9pGq4n,kids,Here We Go 'Round The Mulberry Bush,Music For Little People Choir,0.82,0.35
2NZdIV0Cy7gTqNP6rSqypd,kids,Time After Time,Various Artists,0.339,0.28
7mUM8ax1kXCYyOJbDOAdl7,kids,Boys In The Choir,Tom Chapin,0.761,0.297
2qAdsERZ0SamYGddqOvBWo,kids,Animal Carnaval,"Go, Diego, Go!",0.717,0.679
3QPqEVWIsdd1WS0rJn9usq,kids,Island in the Sun,Father Goose,0.447,0.342
16ryQlHsba633aUnpSxKM5,kids,Bonjour l'hiver,Charlotte Diamond,0.895,0.27
0SO0TmI4vYey0jKBYixyBF,kids,Pirates,Milkshake,0.535,0.779
12WM5EwlR1AmRSPkTOttOV,kids,Bling Blang,Brady Rymer,0.793,0.802
7E1Nc4ty1qIFF1C9FOh6PN,kids,The Wonder Pets!,Wonder Pets,0.584,0.505
5nWzvyYtFS6grdnM1C7mR2,kids,Special To Me (Phoenix Audition Song),Various Artists,0.859,0.798
4BsqoBs5vUtTqKc04LUkYm,kids,Elmo's Song,Sesame Street,0.828,0.471
3D8JoB1xCsSt5tlwix7nce,kids,Ants,Banana Slug String Band,0.551,0.737
3AZibYfqVAdBAldsP9wKy9,kids,Banana Smoothie,The Naked Brothers Band,0.96,0.81
6l5EGPtRysKzwd4LvRP8gm,kids,Welcome Table,Dan Zanes,0.717,0.525
42KR3scnUbjf24iiGfUwFU,kids,The Australian Zoo / Kookaburra / Waltzing Matilda,Ella Jenkins,0.477,0.158
5BaU8x5WaZ41OQOGNrwXpE,kids,Moon Moon Moon,The Laurie Berkner Band,0.364,0.127
7dqbmpVdDgjnFQdhdDrmtC,kids,Put Your Finger in the Air - Instrumental,Bob McGrath,0.578,0.154
7ibp0dEFgvmRHrSjw5Vw5z,kids,I'd Like To Be A Bubble,Tweenies,0.353,0.401
4PWeFdquX9WxLQlMOnqeSH,kids,His Banner Over Me Is Love,Cedarmont Kids,0.965,0.71
5j9N29DEPtZKinz97KpHhB,kids,I Love Onions,The Re-Bops,0.878,0.507
0dPDGfV6IYhwEApCh1Cra9,kids,The Window,Trout Fishing in America,0.87,0.279
20DQ3ylk1mHSVdg2sDrCJ2,kids,"Toot Toot, Chugga Chugga, Big Red Car",The Wiggles,0.869,0.762
1CaVxP8JMCmGr1TTuw8OZ8,kids,Ready For Anything,The Backyardigans,0.875,0.66
1krKtVpFkssNdzlBjbWuON,kids,Witch Doctor - Remastered 1999,Alvin & The Chipmunks,0.969,0.579
7odWBiR73qCALwWqVZ54hf,kids,♥♥♥,Baby Genius,0.311,0.466
3dGcv579QV9azJ3nKLmGis,kids,Play Blue's Clues,Various Artists,0.593,0.684
3jhKTYlVYgbObugYpTXY9v,kids,The Monkey Dance,The Wiggles,0.602,0.855
6V7ZsUDJyIZpGV2OIYdCjz,kids,The Martian Hop,Joanie Bartels,0.945,0.621
1q90oEGjCQDnwrMFvvg3Ly,kids,I Wish I Had A Horse - Remastered,Alvin & The Chipmunks,0.858,0.438
3CXGRQ4U93Vg7KFeFL3cLC,kids,Can You Clap,Sue Schnitzer,0.234,0.144
5sEcHGvEfUa3kXaUh20bxg,kids,Say Hey (I Love You),Kidz Bop Kids,0.963,0.831
1XRti2U3hW7uPz2dpGuCpq,kids,When a Hippo Can Dance,Sandra Boynton,0.534,0.329
3M4MIFXr1kDcldIon04LDn,kids,Hasta la Victoria Siempre,Suni Paz,0.432,0.0669
2TFOcFDk6m2CYJpGxuhJ3M,latin,Indestructible,Various Artists,0.841,0.846
3zoYQLfNEvJ7UvQ4em2vsT,latin,La Vida Es Un Carnaval,Celia Cruz,0.853,0.735
1ZJe2q23LXHnE79UjnJqyx,latin,Tómame o Déjame - Remasterizado,Mocedades,0.416,0.59
7Eb5AYiiGWItBNddlmxvnh,latin,A quién le importa,Alaska Y Dinarama,0.809,0.849
0nfp44XFmPrLDMMmYfNIP3,latin,Calidad Y Cantidad,La Arrolladora Banda El Limón De Rene Camacho,0.571,0.42
0ycMwOaPrLAw3lNUKk2uTV,latin,Tócate Tú Misma,Alexis y Fido,0.378,0.536
05ZXXyeZFhZtA6DAP3Aw7x,latin,Loca (feat. Cali y El Dandee),Maite Perroni,0.639,0.839
3Pr70knS8uTSiKbwf4rGav,latin,Amiga,Miguel Bosé,0.437,0.441
6K3b0tQtzvvt6Ez8B34Z6z,latin,Aunque Ahora Estés Con El,Ricardo Montaner,0.395,0.651
7a5msYrIHJ1bx7pTLKVbZ9,latin,Laurita Garza,Los Invasores De Nuevo León,0.824,0.353
5oJNIP34E9aE7rAKpGqyZp,latin,La del Vestido Rojo,Acapulco Tropical,0.962,0.601
26ucR33snMkRD6JExhoD6I,latin,Una Aventura,Grupo Niche,0.731,0.83
4sWkZXLxb0lPCXNBzw5rsr,latin,23,Cosculluela,0.526,0.779
2RK7wvV1U6BU5siw4vhXN7,latin,Hello,KAROL G,0.836,0.823
1DmlUpnkg4N1VWquSoffF1,latin,"Y, ¿Si fuera ella?",Alejandro Sanz,0.162,0.556
5EhzE6HJaCcLFrf5rPqvpk,latin,Mientes,Camila,0.31,0.592
1lBnOCmKx7JSpxMpZauJsU,latin,Moneda Sin Valor,Los Alegres De Teran,0.985,0.508
00i0O74dXdaKKdCrqHnfXm,latin,La Mordidita (feat. Yotuel),Ricky Martin,0.946,0.903
2fHOqQ9K6eY0wsbVZiYZPw,latin,Coolant,Farruko,0.961,0.85
4cfoVJxpHqUqTvBrG1RTyi,latin,Dicen,Matt Hunter,0.777,0.635
6b0wH4eNO6Jx6ZwAoGmHfK,latin,Me Vas A Extrañar,Pepe Aguilar,0.565,0.36
0ccJhHqaQM1SzA7xVA4Mqi,latin,Volveré,Diego Verdaguer,0.459,0.418
6c5ghmeB5B3eUwO9Gr4Dgx,latin,Para Qué Lastimarme,Gerardo Ortiz,0.767,0.423
7CX6W4Mf98wMgX0izqRpAl,latin,Si tú no estas,Rosana,0.342,0.128
1XgpK29CGGjZnxPYkiRbh4,latin,Hey DJ,CNCO,0.471,0.809
3AZ2FAKI5pGoRgRdAwN2Mq,latin,No Puedo Olvidarme Ti,MDO,0.612,0.797
2tergQtVsHUBYlL76Kx93c,latin,Olvídame y Pega la Vuelta,Jennifer Lopez,0.373,0.9
0UUJju7jtTViPCdauXKVZ1,latin,¿Y cómo es él?,José Luis Perales,0.339,0.323
6TqXieeBcZZHyaO14hQpKx,latin,Luz De Dia,Los Enanitos Verdes,0.523,0.447
2Qk6kXRswLfaqOMXOhrsUg,latin,Tiburon - English Version,Proyecto Uno,0.948,0.878
5FY8cZ3YnsAW65OBAv6P7H,latin,Ave María Lola,Sonora Carruseles,0.73,0.845
4IxWQz0RvilCRyUQxnInHF,latin,No Me Conoces Aún,Palomo,0.562,0.56
3slDIEuZJqMRq0P0UI8Ps9,latin,Te Juro Que Te Amo,Los Terricolas,0.293,0.451
2r77vqSZkOktTSgmAOoHsV,latin,Chica Paranormal,Paulo Londra,0.71,0.596
4fEYcOYTCXT3vANS7mpUqC,latin,No Es Un Juego,Jesús Ojeda y Sus Parientes,0.749,0.504
4QZLzzVDeYs15j123hDhrw,latin,Que Lio,Willie Colón,0.709,0.354
7FfpP3YZ6fOWMdxkIAtud9,latin,Krippy Kush,Farruko,0.411,0.56
1I1DRPWM8iIYEbsuGMbaR3,latin,Antologia,Shakira,0.556,0.465
7uL1ZsdxI8l4sgEsgCmTlG,latin,Entre Beso Y Beso,La Arrolladora Banda El Limón De Rene Camacho,0.964,0.641
341wMisUIHkGCvq5e8ZcZv,latin,Traicionera - Remix,Sebastian Yatra,0.898,0.76
5fSDXbY8o9pA3TKwAbfwML,latin,Mi primer millon,Bacilos,0.909,0.924
6UBbtz1z3Tyg8rl0N5EUVd,latin,Como Fue,Los Plebes del Rancho de Ariel Camacho,0.763,0.607
4jikVslCvDrDysc3p4tFHM,latin,Vendedora de Caricias,Panteon Rococo,0.902,0.675
2HbmLkHkkI15eES8kpWRuI,latin,Ven Devórame Otra Vez,Lalo Rodriguez,0.961,0.602
6f4UPdDBQONKJBRqwZGjaJ,latin,Cásate Conmigo,Silvestre Dangond,0.646,0.877
2naJy8SKJ27gj6ZhRPDKaz,latin,Si Tu Lo Dejas,Rvssian,0.387,0.577
3GSMdtJphymHEsR8K9jT5Q,latin,Locos,León Larregui,0.957,0.646
65nL3OLuHHfEYxKkHMQ1fL,latin,Desnúdate Mujer,Frankie Ruiz,0.9,0.744
7pIfwKV8EOPmJlConSHk2E,latin,Se acabó,María Jiménez,0.786,0.902
3UI9I3e1g1y5T3SMfdgfGO,latin,Colgando en tus manos (con Marta Sánchez),Carlos Baute,0.875,0.637
3Tshb8DCw7TEdnNMJc8Yuw,latin,Es Tuyo Mi Amor,Banda MS de Sergio Lizárraga,0.964,0.546
6O4LIYBSFROdVpxAUnG3oZ,latin,Un velero llamado Libertad,José Luis Perales,0.888,0.812
3OIoy3TNU7CL5PTaHOGmbR,latin,Espacio sideral,Jesse & Joy,0.811,0.48
48NXpYRuvv9izul4oXhqS9,latin,Salió El Sol,Don Omar,0.965,0.701
4AQZNgdG73f2ZdC6VUZqBL,latin,Por Amarte,Enrique Iglesias,0.209,0.58
1nfyE13arjOuO54HH0zmqj,latin,Esperándote,Manuel Turizo,0.313,0.648
5nCtCCB5i1OfbADvynNw0i,latin,Shape of You (feat. Zion & Lennox) - Latin Remix,Ed Sheeran,0.46,0.872
0VYFakqQG8p6yHrqq9TAoY,latin,Quién Te Entiende,Crecer German,0.872,0.381
1LO951RWD10l9Vys0NrFty,latin,No Te Contaron Mal,Christian Nodal,0.632,0.57
0YqxST7jMa8B4Ecr1675u6,latin,Mi Casa Nueva,Los Invasores De Nuevo León,0.932,0.531
3lGMtkONrZdJ8kTCg6KIFf,latin,Hasta la Raíz,Natalia Lafourcade,0.592,0.643
4FqfHVML025cwjfhAOFbfa,latin,Por Debajo De La Mesa,Luis Miguel,0.262,0.499
6yyrsrci6u2nreFlhXSy3J,latin,Tus Ojos,Los Cafres,0.815,0.48
4C2zOFgrXxfNGNpYQWIcaH,latin,Labios Compartidos,Maná,0.462,0.898
3npbtkmTdUlRxGFxViDD0K,latin,Canta Corazón,Alejandro Fernández,0.832,0.715
4XP6qLtHI0n9UjIPTsuqe8,latin,Mi Mala,Mau y Ricky,0.803,0.624
4DBnQKEkneEBbUXJVX5Kxs,latin,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,0.582,0.774
58smOywZbVu8AjWutppiQA,latin,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Valentino,0.751,0.786
2Iv7PCElmi1dZfzHWzMczA,latin,Me Llueven,Mark B.,0.6,0.724
4prmUBle7TtAeeUgCnsc3Z,latin,Probablemente,Christian Nodal,0.604,0.49
61hJK3EfAd1LDk7x5OrCTc,latin,Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version,Ricky Martin,0.398,0.82
4S6gJt4RYR34t4sjW8wEah,latin,Lo siento,Beret,0.309,0.407
4PRHiioCiPZdbXciOFaF2z,latin,Presiento Que Voy A Llorar,Los Bukis,0.434,0.448
1wncA7mz0ntqvZ8UzFokGk,latin,Venezia,Hombres G,0.573,0.826
7Bewui7KtaMzROeteRitRz,latin,Mediterraneo,Joan Manuel Serrat,0.583,0.59
4gVwidKQ2RK7WYyc3IRaF6,latin,Si Te Vas Ya No Regresas,Jesús Mendoza,0.965,0.512
105pLwtYErO64sPyXsPPAP,latin,Amor Con Hielo,Morat,0.575,0.803
3quyxN3SapEsojxk1Uw10K,latin,El ataque de las chicas cocodrilo,Hombres G,0.559,0.809
4Ffrs6kqh1cyNC1gdRWI38,latin,Si Me Dejas Ahora,José José,0.447,0.439
79Bm3DTEYuQsDpUVHbSRsL,latin,Llegaste tú (feat. Reykon),Sofía Reyes,0.485,0.868
1QS4201reOvarHePcxOAk1,latin,Hablame Claro,Bryant Myers,0.825,0.686
6XE2V2icEranw5YpS4WMDD,latin,La Despedida,Daddy Yankee,0.972,0.993
3C774e6E4KmqSFHk1b4GNY,latin,Necesito Una Compañera,Los Bukis,0.649,0.395
6p3yxt0uJJshAS3CT0znQg,latin,Tú Sí Sabes Quererme (feat. Los Macorinos),Natalia Lafourcade,0.793,0.46
6Ucocvd2YaEJRPmbT4SFgu,latin,La Chica Del Bikini Azul,Luis Miguel,0.749,0.794
0dReCfBuhZmrqMv4WBc8od,latin,Experiencia Religiosa,Enrique Iglesias,0.452,0.691
7Jy41XI7wVBnXvOifdoaxG,latin,Yo No Me Sentaría en Tu Mesa - Remasterizado 2008,Los Fabulosos Cadillacs,0.881,0.888
31M5m42C3EGlbydf9XB5to,latin,Duro y Suave,Leslie Grace,0.618,0.721
6stYbAJgTszHAHZMPxWWCY,latin,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,0.813,0.829
1uFwolLAeh7VgGa9pJQPxH,latin,Yo Sé Que Te Acordarás,Banda El Recodo,0.783,0.332
6ofZxXoNV32YxXezZS1o8y,latin,El Malo,Aventura,0.699,0.514
0GcneTLJ5h1gPa1G5qnwSn,latin,Usted Abuso,Celia Cruz,0.683,0.596
2bbeNsFmjZqdoDhjLsKNWe,latin,Bailamos,Enrique Iglesias,0.591,0.888
5EWN5giv1RoSDNFeEoxqpU,latin,La Pareja Ideal,Marisela,0.551,0.367
28hj4Sl6CM0XyiBvwIgNit,latin,La Mesa Del Rincon,Los Tigres Del Norte,0.964,0.528
7BwJtE8KSbCQKOCTIAY3jX,latin,Ando buscando (feat. Piso 21),Carlos Baute,0.658,0.841
2G7V7zsVDxg1yRsu7Ew9RJ,latin,In My Feelings,Drake,0.35,0.626
5QP6YGB7MuVAZBuWKjRLZZ,latin,Te Acuerdas de Mí,Plan B,0.68,0.726
1YFBO31kSEYo1DVkjSj8LG,latin,Si tú no vuelves,Miguel Bosé,0.133,0.509
6FooQEHlzu2d38aZ9SjJvV,latin,El Niño De La Tuna,Roberto Tapia,0.768,0.754
4OyzSXRSadNQt5EMwASdap,latino,Todo Cambió,Camila,0.363,0.523
1jlKdNbOA90rjnt88GJnwO,latino,La Vuelta Al Mundo,Calle 13,0.779,0.538
6Kmh3xMuKdT3elxaKMtr4d,latino,La Luz,Juanes,0.88,0.979
01lHZ5GmTQ5vsXmRIuDWzP,latino,No Amanece,David Bisbal,0.704,0.749
2MioxSroS0g1mi24LLfcnq,latino,Por un Segundo,Aventura,0.965,0.562
774MLFbOy9NNkh6E2HYhhy,latino,La Playa,La Oreja de Van Gogh,0.366,0.577
7F9x0IsqvqlygaNseNE8Zx,latino,Candela,Buena Vista Social Club,0.814,0.619
49eplIHvgCLY8HAgcaWrUb,latino,Fireball (feat. John Ryan),Pitbull,0.794,0.937
66iLejOv3978d78PlSSNaZ,latino,Corazón En La Maleta,Luis Fonsi,0.879,0.64
2xIZ74gMY794yuZir9zwgc,latino,Siguiendo La Luna,Los Fabulosos Cadillacs,0.816,0.439
6Al0Kpd4VrRZ0Z4kTThNPa,latino,Volví a Nacer,Carlos Vives,0.512,0.812
0lff0IjgOLnMpsqWFrj9Hy,latino,Besas Tan Bien,Farruko,0.514,0.812
2LTcAMwvECXoKxHUW640V1,latino,Por Lo Que Reste de Vida,Thalia,0.389,0.757
60LFVZnngAnRkGrdDBrmwH,latino,Palabras,Amaia Montero,0.376,0.588
0asIPX9Agd7nIQp0ko33mh,latino,Ya Te Olvidé,Yuridia,0.541,0.784
47VueTChrhOjNaJTOzaskN,latino,Dare (La La La),Shakira,0.616,0.73
4DXdQGLlY6pA6JjYDxFerT,latino,Loco,Enrique Iglesias,0.221,0.509
47TyfLrGhYHHyyQWk64d0M,latino,Flor Pálida,Marc Anthony,0.739,0.802
3fPMRb2gcFTZcYmR0bXnDc,latino,Te Robaré,Prince Royce,0.891,0.648
68aEK7lwgTne0VhyytrfAm,latino,Afuera,Caifanes,0.647,0.68
3cHyrEgdyYRjgJKSOiOtcS,latino,Timber (feat. Ke$ha),Pitbull,0.788,0.963
68zCp49fXje1NCJrCYMq1r,latino,Mi Persona Favorita,Río Roma,0.682,0.739
7tOAN6w4a1LD0iqkRnIrhZ,latino,1977,Ana Tijoux,0.578,0.685
6IqbQelrOB6nTORNj4q2Ma,latino,Que Viva la Vida,Wisin,0.794,0.925
026diiECT9Tc4xzM8kE6uK,latino,No Me Compares,Alejandro Sanz,0.55,0.784
2ANxVQnwjW7QqGKe7U3LNX,latino,Mi Razón De Ser,Various Artists,0.467,0.53
3QzIAhnLyISSaenzDYJzCQ,latino,Sin documentos,Various Artists,0.839,0.972
74KqkyHbpneHF6JT8EwUOO,latino,No Te Apartes de Mí,Vicentico,0.886,0.549
3tm3GG9BBOYhUzKWlS6A74,latino,Vivir Mi Vida,Marc Anthony,0.899,0.879
2X3Ta8uUxIRgG9HQ3RiMeh,latino,Flaca,Andrés Calamaro,0.956,0.741
6ztMOMCtWcKZgMTiNfP9bC,latino,No Me Doy Por Vencido,Luis Fonsi,0.4,0.651
1CqPzQJ64nkRpHmPdqRl9R,latino,Mujer de Piedra,Gerardo Ortiz,0.969,0.489
6WuufZDBNoEJBTinRiznhO,latino,La Nueva Y La Ex,Daddy Yankee,0.637,0.943
6cJLfIqwh0tCKRjYM3WpZ5,latino,Darte un Beso,Prince Royce,0.817,0.711
2jEMxGVpPpXTEtQ8kSk1Xx,latino,Me Voy,Various Artists,0.565,0.642
4nwc1TRYSEBLYNcYlZBBd2,latino,Chan Chan,Buena Vista Social Club,0.701,0.423
2EM9zpAc7PVeoAydmbfVIL,latino,La Camisa Negra,Juanes,0.973,0.731
0rRMe1LBFoq5TjmT1Jye2D,latino,Hasta Abajo,Yandel,0.945,0.919
56z1fafH2YkIUk0XqzM3Ll,latino,Soy el Mismo,Prince Royce,0.502,0.654
69rfrVwnbkMh76iguLrC7T,latino,Donde está el amor,Various Artists,0.454,0.619
2HSt0zP8NTyBfLTFk0rSMi,latino,Persiana Americana,Soda Stereo,0.58,0.867
24Gxm7Eh7tO83E26LG0CsY,latino,Hero,Enrique Iglesias,0.146,0.651
7oQE9joUo0iboIrs5o1Hw4,latino,Devuelveme A Mi Chica,Hombres G,0.42,0.948
4akYOw6ZJu7WIbZViLrJqc,latino,Lobo-hombre en París,La Unión,0.75,0.952
01ksPzu3Bw8Lsf9o6xIk8C,latino,Mi Último Deseo,Banda Los Recoditos,0.974,0.639
5YiYgzELh2M8I3LyLOMnNz,latino,Guaya Guaya,Don Omar,0.687,0.872
3Llqnc4urPjFeSnJbyDY2c,latino,Temblando,Antonio Orozco,0.197,0.774
02yDkjZcms3h9oPDPKhtYZ,latino,Dámaso,Gerardo Ortiz,0.964,0.833
2LxYSBpLM0xGXy9TP9BWRd,latino,Passion Whine,Farruko,0.754,0.667
3uvypVUsiIr1B0BccIcsEh,latino,6 AM,J Balvin,0.733,0.746
6I86RF3odBlcuZA9Vfjzeq,latino,Eres Mía,Romeo Santos,0.903,0.729
7lOzUJzsELALh5FQsPKTEn,latino,Humanos a Marte,Chayanne,0.786,0.902
2LgGkK27qwPG4ls3OsNmuj,latino,Perdón,Camila,0.218,0.54
1njCkadQm2hGaajHFIBxdW,latino,Diez Mil Maneras,David Bisbal,0.718,0.82
4XTMj7kd8DHLl0r7ghmEAr,latino,Caraluna,Bacilos,0.895,0.773
4pUmQqaZklcCOB3rFdWc7g,latino,Valió la Pena - Salsa Version,Marc Anthony,0.855,0.704
7MDUVH4ITohsIjdynRwCJp,latino,Dance with the Devil,Immortal Technique,0.237,0.871
0VCUSLQqfdEBTqlKxVh0zs,latino,Lo Poco Que Tengo,Ricardo Arjona,0.614,0.546
7oskUNX4ZqHavH1UbS6bUa,latino,A Dios Le Pido,Various Artists,0.932,0.847
1PtL0YQRtq3qxDGUSwZPJ5,latino,Travesuras,Nicky Jam,0.872,0.79
34HKhds76LUgKi88ABV0hL,latino,Odio (feat. Drake),Romeo Santos,0.584,0.727
7Ir2UZHy0xVoWuBCHmLitM,latino,Suga Suga,Baby Bash,0.512,0.741
4Uvknj2gFtJ4b51QkDeSx2,latino,Por fin,Pablo Alborán,0.254,0.409
